Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD11A2_061_Line_Y_1km,MOD11A2_061_Sample_X_1km,MOD11A2_061_LST_Day_1km,MOD11A2_061_QC_Day,MOD11A2_061_QC_Day_bitmask,MOD11A2_061_QC_Day_MODLAND,MOD11A2_061_QC_Day_MODLAND_Description,MOD11A2_061_QC_Day_Data_Quality_flag,MOD11A2_061_QC_Day_Data_Quality_flag_Description,MOD11A2_061_QC_Day_Emis_Error_flag,MOD11A2_061_QC_Day_Emis_Error_flag_Description,MOD11A2_061_QC_Day_LST_Error_Flag,MOD11A2_061_QC_Day_LST_Error_Flag_Description
Lavoura,MTAgro,-12.5564,-55.7224,2023-08-13,h12v10,306.0,673.0,308.76,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-08-21,h12v10,306.0,673.0,310.68,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-08-29,h12v10,306.0,673.0,310.62,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-09-06,h12v10,306.0,673.0,312.5,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-09-14,h12v10,306.0,673.0,312.9,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-09-22,h12v10,306.0,673.0,313.08,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-09-30,h12v10,306.0,673.0,311.74,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-10-08,h12v10,306.0,673.0,311.58,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-10-16,h12v10,306.0,673.0,312.98,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-10-24,h12v10,306.0,673.0,312.3,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-11-01,h12v10,306.0,673.0,308.34,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-11-09,h12v10,306.0,673.0,311.62,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-11-17,h12v10,306.0,673.0,311.28,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-11-25,h12v10,306.0,673.0,313.42,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-12-03,h12v10,306.0,673.0,311.04,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-12-11,h12v10,306.0,673.0,310.74,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-12-19,h12v10,306.0,673.0,310.14,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-12-27,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2024-01-01,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2024-01-09,h12v10,306.0,673.0,310.22,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2024-01-17,h12v10,306.0,673.0,308.8,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
